  3415   1481
   506    221
   560    250
   562   1082
   541    270
   542   1080
   542    270
   558    250
   540    270
   536   1081
   560   1061
   541    270
   562    250
   562    250
   552   1071
   531   1085
   540    252
   552    251
   561    250
   581    250
   541    271
   541    271
   531    250
   581    250
   561    251
   541    270
   541    270
   561    244
   540    270
   541   1086
   541    263
   560    251
   534    280
   552    257
   551    230
   581    250
   541    270
   561   1061
   560    247
   542    271
   530    271
   562    251
   541   1083
   531   1090
   561   1060
   561   1060
   557   1061
   563   1060
   540   1080
   541   1081
   561   1062
   542    270
   531   1094
   531    270
   562    250
   541    240
   592    250
   561   1061
   531    250
   582    230
   581    250
   556    250
   560    250
   541   1088
   560    240
   561   1061
   561    250
   541    250
   581    254
   533   1083
   563   1061
   562   1062
   560    230
   581    240
   562    250
   561   1060
   560    250
   561    230
   581    250
   561    250
   562    220
   591    240
   561    253
   561    251
   561    225
   580   1060
   561    250
   561    250
   561    220
   591    250
   532    251
   582    231
   581    250
   542    241
   583    230
   580    250
   561    230
   581    250
   532    281
   531    270
   541    270
   561    230
   560    270
   564    250
   552    250
   561    250
   567    250
   558    245
   560    250
   561    230
   581    250
   532    277
   541    270
   561    251
   552    250
   561    250
   561    250
   563    250
   560    220
   591    241
   561    250
   561    250
   561   1062
   540    270
   561    250
   561   1060
   561    250
   532    280
   552    249
   564   1058
   566   1063
   561    240
   563    250
   561    230
   582    250
   561    250
   552    250
   561   1063
   557    250
   560   1060
   541    270
   561    252
   541   1081
   562    251
   551    260
   553  40100
