  3445   1492
   513    220
   590    230
   582   1070
   562    251
   561   1070
   563    251
   562    250
   561    230
   582   1072
   561   1062
   571    242
   571    242
   573    250
   562   1061
   579   1053
   562    231
   591    221
   592    221
   592    220
   592    252
   564    250
   562    231
   583    231
   583    250
   561    231
   584    227
   591    221
   591    251
   563   1060
   572    220
   592    230
   583    230
   582    230
   582    230
   592    250
   562    250
   563   1061
   571    220
   591    220
   591    250
   562    230
   592   1062
   561   1070
   562   1071
   561   1071
   560   1070
   563   1060
   570   1068
   556   1065
   560   1070
   562    231
   590   1062
   561    230
   582    251
   571    240
   571    224
   590   1062
   571    221
   591    221
   592    221
   593    221
   591    227
   581   1070
   561    231
   591   1061
   561    251
   571    221
   590   1062
   571    221
   591    220
   592    221
   593   1061
   572   1063
   562    250
   561    230
   583    231
   591    220
   592    220
   592    221
   591    230
   583    230
   582    230
   590    220
   593    220
   592   1070
   562    220
   592    220
   592    231
   591    240
   572    220
   593    220
   592    220
   623    192
   591    220
   592    220
   592    230
   583    230
   590    220
   593    221
   591    221
   591    252
   561    222
   591    230
   591    220
   591    222
   590    220
   591    230
   592    240
   573    220
   591    221
   591    220
   593    230
   582    250
   571    220
   591    221
   593    220
   592    230
   585    221
   590    221
   593    230
   592    221
   582   1070
   562    230
   592    220
   592   1060
   572    240
   572    221
   587    250
   570   1061
   571   1061
   563    230
   591    241
   571    220
   591    220
   592    220
   591    250
   563    251
   571    220
   590    220
   593    220
   593   1071
   561    250
   561    251
   561    232
   591  40077
